customer_id,age,monthly_income,spending_score,city_tier,owns_car,online_purchase_per_month
232,38.0,32037.0,34.0,Tier2,1,4
233,36.0,36593.0,46.0,Tier1,1,6
234,27.0,33440.0,-4.0,Tier1,0,4
235,61.0,27646.0,50.0,Tier1,0,5
236,,52196.0,61.0,Tier1,0,4
237,11.0,67423.0,57.0,Tier2,0,5
238,37.0,47227.0,100.0,Tier3,1,3
239,27.0,27414.0,71.0,Tier3,0,6
240,45.0,62599.0,71.0,Tier3,0,8
241,25.0,75286.0,27.0,Tier3,1,3
242,34.0,40306.0,53.0,Tier2,0,4
243,41.0,42822.0,50.0,Tier2,1,8
244,45.0,57735.0,44.0,Tier3,1,3
245,21.0,74328.0,44.0,Tier2,0,5
246,31.0,42202.0,24.0,Tier1,0,2
247,29.0,30013.0,34.0,Tier2,0,4
248,27.0,59471.0,77.0,Tier3,1,3
249,56.0,61986.0,57.0,Tier3,1,6
250,40.0,50092.0,50.0,Tier1,0,2
251,20.0,41628.0,60.0,Tier3,1,3
252,46.0,64916.0,83.0,Tier3,1,1
253,60.0,57921.0,60.0,Tier1,0,12
254,47.0,38473.0,71.0,Tier3,0,6
255,17.0,50736.0,43.0,Tier3,1,6
256,29.0,29724.0,,Tier1,0,5
257,50.0,60288.0,67.0,Tier2,1,3
258,27.0,46066.0,98.0,Tier1,1,6
259,40.0,43464.0,89.0,Tier2,0,3
260,44.0,49507.0,72.0,Tier3,1,3
261,24.0,253025.0,63.0,Tier2,0,8
262,34.0,63424.0,88.0,Tier2,1,5
263,-4.0,58866.0,76.0,Tier3,0,6
264,23.0,47654.0,14.0,Tier3,1,7
265,32.0,61455.0,39.0,Tier1,1,4
266,20.0,56011.0,67.0,Tier3,0,7
267,55.0,43601.0,24.0,Tier1,0,4
268,18.0,48129.0,42.0,Tier1,0,4
269,30.0,47777.0,46.0,Tier3,1,4
270,37.0,,55.0,Tier3,0,3
271,52.0,44495.0,54.0,Tier2,1,5
272,18.0,44144.0,54.0,Tier1,1,5
273,49.0,79531.0,77.0,Tier1,0,9
274,35.0,64096.0,55.0,Tier3,1,6
275,23.0,38591.0,52.0,Tier1,0,4
276,,58564.0,33.0,Tier1,1,7
277,37.0,51775.0,80.0,Tier3,0,5
278,28.0,55873.0,47.0,Tier2,0,6
279,36.0,52060.0,38.0,Tier1,0,2
280,30.0,,64.0,Tier1,1,4
281,36.0,55184.0,45.0,Tier3,0,7
282,43.0,49069.0,,Tier3,0,6
283,54.0,65633.0,,Tier1,0,2
284,20.0,53499.0,53.0,Tier2,0,2
285,61.0,51822.0,106.0,Tier1,0,5
286,12.0,54710.0,59.0,Tier3,1,3
287,33.0,48596.0,72.0,Tier1,0,9
288,42.0,,,Tier2,0,1
289,38.0,41200.0,43.0,Tier2,0,3
290,28.0,38732.0,38.0,Tier2,0,8
291,33.0,35021.0,41.0,Tier3,0,0
292,29.0,29120.0,68.0,Tier2,1,6
293,28.0,36804.0,81.0,Tier3,0,3
294,45.0,47386.0,67.0,Tier1,0,9
295,39.0,51547.0,55.0,Tier1,0,5
296,27.0,45931.0,47.0,Tier2,0,9
297,46.0,14664.0,82.0,Tier2,0,3
298,39.0,73619.0,101.0,Tier2,1,4
299,45.0,66297.0,63.0,Tier3,1,2
300,43.0,56686.0,79.0,Tier2,0,3
301,25.0,78612.0,67.0,Tier3,0,3
302,28.0,35340.0,75.0,Tier2,1,2
303,44.0,78314.0,37.0,Tier1,1,6
304,42.0,35522.0,50.0,Tier1,0,2
305,35.0,53581.0,68.0,Tier3,0,2
306,,30892.0,84.0,Tier1,0,6
307,50.0,50220.0,44.0,Tier1,0,2
308,28.0,55792.0,19.0,Tier1,0,8
309,,47680.0,50.0,Tier2,1,5
310,33.0,60708.0,80.0,Tier2,0,2
311,32.0,51485.0,28.0,Tier1,0,5
312,48.0,42164.0,36.0,Tier2,1,6
313,45.0,41498.0,63.0,Tier1,0,5
314,45.0,62164.0,58.0,Tier3,0,7
315,51.0,40194.0,72.0,Tier3,0,4
316,35.0,63731.0,35.0,Tier2,0,6
317,43.0,68341.0,54.0,Tier2,1,5
318,31.0,24969.0,84.0,Tier1,0,5
319,39.0,66994.0,36.0,Tier3,1,6
320,33.0,80906.0,90.0,Tier1,1,6
321,36.0,53780.0,39.0,Tier1,0,6
322,,58986.0,77.0,Tier3,0,3
323,25.0,65555.0,53.0,Tier3,0,5
324,60.0,45868.0,37.0,Tier3,1,5
325,23.0,52734.0,,Tier3,0,5
326,20.0,30287.0,71.0,Tier3,0,3
327,49.0,52080.0,60.0,Tier2,1,7
328,44.0,57472.0,82.0,Tier1,0,2
329,42.0,57742.0,89.0,Tier3,0,3
330,43.0,65981.0,36.0,Tier3,1,5
331,35.0,38378.0,35.0,Tier1,0,5
332,24.0,42011.0,34.0,Tier2,0,7
333,36.0,392165.0,42.0,Tier1,1,6
334,27.0,,82.0,Tier3,0,6
335,47.0,53001.0,71.0,Tier2,0,5
336,,48995.0,49.0,Tier1,0,3
337,25.0,37675.0,60.0,Tier1,1,5
338,,74353.0,88.0,Tier3,1,3
339,40.0,42084.0,98.0,Tier2,0,5
340,28.0,33091.0,65.0,Tier2,0,6
341,25.0,43239.0,7.0,Tier2,1,5
342,38.0,19974.0,66.0,Tier1,0,4
343,,40231.0,79.0,Tier1,0,9
344,29.0,35478.0,64.0,Tier2,0,3
345,29.0,59261.0,75.0,Tier2,0,3
346,38.0,39899.0,67.0,Tier1,0,6
347,18.0,63317.0,35.0,Tier2,1,3
348,18.0,70977.0,42.0,Tier1,0,5
349,26.0,61718.0,,Tier3,0,3
350,32.0,46769.0,81.0,Tier1,0,4
351,39.0,52117.0,45.0,Tier1,0,5
352,53.0,27125.0,69.0,Tier1,0,8
353,45.0,47993.0,,Tier1,0,4
354,33.0,37093.0,92.0,Tier1,0,4
355,35.0,60415.0,59.0,Tier2,0,2
356,23.0,88591.0,25.0,Tier2,0,6
357,35.0,57497.0,73.0,Tier1,1,4
358,32.0,20133.0,103.0,Tier2,0,4
359,39.0,44582.0,74.0,Tier3,1,8
360,25.0,51837.0,44.0,Tier1,0,7
361,41.0,51310.0,38.0,Tier3,0,5
362,53.0,39038.0,41.0,Tier1,1,10
363,34.0,53679.0,100.0,Tier1,0,4
364,40.0,31362.0,53.0,Tier2,0,4
365,43.0,35826.0,47.0,Tier1,0,7
366,30.0,59687.0,57.0,Tier3,0,6
367,38.0,34765.0,54.0,Tier1,0,3
368,35.0,58073.0,91.0,Tier2,1,5
369,36.0,29458.0,40.0,Tier2,0,4
370,26.0,76472.0,84.0,Tier1,0,4
371,35.0,38386.0,,Tier2,1,5
372,41.0,46645.0,84.0,Tier2,0,7
373,52.0,54959.0,92.0,Tier2,1,4
374,47.0,41520.0,62.0,Tier3,1,4
375,61.0,52151.0,54.0,Tier1,0,6
376,26.0,58630.0,61.0,Tier2,0,3
377,,64409.0,58.0,Tier1,1,6
378,37.0,61872.0,27.0,Tier1,0,2
379,61.0,47423.0,91.0,Tier1,0,4
380,25.0,47801.0,65.0,Tier3,0,5
381,25.0,85237.0,37.0,Tier2,0,2
382,,64248.0,19.0,Tier1,1,4
383,10.0,36173.0,13.0,Tier1,0,5
384,29.0,51500.0,75.0,Tier1,0,8
385,26.0,44973.0,48.0,Tier1,0,5
386,37.0,47970.0,51.0,Tier1,0,3
387,39.0,31558.0,70.0,Tier1,0,6
388,58.0,43821.0,50.0,Tier1,1,1
389,46.0,77173.0,71.0,Tier2,1,2
390,28.0,,62.0,Tier3,0,7
391,24.0,12633.0,58.0,Tier2,1,5
392,41.0,68251.0,29.0,Tier3,0,6
393,19.0,66344.0,44.0,Tier1,0,6
394,57.0,44611.0,72.0,Tier3,0,6
395,49.0,60759.0,46.0,Tier1,1,6
396,29.0,37109.0,84.0,Tier3,0,1
397,14.0,42946.0,,Tier3,1,1
398,51.0,,73.0,Tier3,0,9
399,34.0,45924.0,90.0,Tier3,1,6
400,50.0,21954.0,74.0,Tier2,0,6
401,16.0,49050.0,49.0,Tier1,1,1
402,28.0,48821.0,64.0,Tier2,1,7
403,35.0,67976.0,100.0,Tier2,1,4
404,36.0,50215.0,,Tier1,1,7
405,30.0,,39.0,Tier2,1,6
406,42.0,65676.0,37.0,Tier2,0,7
407,22.0,,56.0,Tier1,0,8
408,33.0,38750.0,40.0,Tier2,0,2
409,,67325.0,93.0,Tier2,0,6
410,41.0,52905.0,64.0,Tier1,1,1
411,44.0,50044.0,79.0,Tier2,0,5
412,22.0,52669.0,54.0,Tier3,0,2
413,17.0,33940.0,,Tier3,0,3
414,50.0,42085.0,34.0,Tier2,0,3
415,39.0,50054.0,42.0,Tier1,0,2
416,26.0,47080.0,67.0,Tier1,0,5
417,54.0,69086.0,70.0,Tier1,0,2
418,36.0,53261.0,72.0,Tier1,0,9
419,49.0,62824.0,30.0,Tier3,0,6
420,36.0,50141.0,60.0,Tier3,1,4
421,60.0,65844.0,39.0,Tier3,1,3
422,56.0,55963.0,68.0,Tier1,0,5
423,32.0,50201.0,70.0,Tier1,0,8
424,47.0,49801.0,37.0,Tier2,0,11
425,43.0,35683.0,79.0,Tier2,1,9
426,51.0,,107.0,Tier2,1,6
427,23.0,49397.0,77.0,Tier2,1,4
428,43.0,42470.0,57.0,Tier2,1,3
429,48.0,,,Tier3,1,4
430,14.0,31247.0,56.0,Tier2,1,3
431,21.0,43663.0,45.0,Tier3,1,7
432,11.0,65416.0,65.0,Tier1,1,4
433,32.0,54733.0,37.0,Tier2,1,5
434,44.0,49282.0,22.0,Tier1,0,2
435,53.0,53765.0,64.0,Tier1,1,5
436,36.0,52691.0,60.0,Tier1,1,5
437,55.0,27250.0,49.0,Tier1,0,3
438,18.0,44761.0,34.0,Tier3,0,6
439,15.0,74248.0,66.0,Tier2,1,4
440,34.0,40110.0,40.0,Tier3,0,7
441,40.0,45225.0,57.0,Tier1,1,7
442,35.0,41876.0,95.0,Tier1,0,4
443,10.0,48695.0,73.0,Tier2,1,4
444,34.0,41253.0,33.0,Tier1,0,4
445,19.0,57301.0,35.0,Tier2,0,4
446,43.0,52960.0,63.0,Tier2,1,6
447,39.0,61603.0,32.0,Tier3,0,5
448,24.0,34236.0,20.0,Tier2,1,2
449,29.0,44895.0,71.0,Tier2,0,4
450,22.0,46614.0,,Tier1,1,7
451,34.0,56835.0,69.0,Tier2,0,5
452,46.0,38102.0,65.0,Tier2,0,6
453,23.0,63735.0,59.0,Tier1,1,6
454,41.0,67796.0,47.0,Tier1,0,2
455,29.0,35167.0,70.0,Tier2,1,5
456,25.0,42637.0,91.0,Tier3,1,5
457,34.0,42021.0,50.0,Tier1,0,2
458,23.0,89486.0,40.0,Tier3,0,9
459,28.0,43551.0,37.0,Tier2,0,3
460,21.0,75164.0,43.0,Tier2,0,6
461,59.0,,64.0,Tier3,0,4
462,35.0,35155.0,17.0,Tier2,1,8
463,27.0,39701.0,69.0,Tier3,1,5
464,38.0,37315.0,73.0,Tier2,0,0
465,34.0,45982.0,24.0,Tier1,0,7
466,32.0,39368.0,40.0,Tier2,1,5
467,42.0,37710.0,62.0,Tier3,0,4
468,44.0,67377.0,,Tier3,1,5
469,29.0,68357.0,70.0,Tier1,0,7
470,28.0,64239.0,57.0,Tier1,1,4
471,32.0,,85.0,Tier2,1,8
472,7.0,51391.0,54.0,Tier2,0,6
473,17.0,42545.0,40.0,Tier1,1,8
474,51.0,35703.0,39.0,Tier1,1,9
475,55.0,55445.0,75.0,Tier3,1,11
476,32.0,32396.0,61.0,Tier2,0,6
477,42.0,,73.0,Tier3,0,9
478,39.0,67294.0,72.0,Tier3,0,5
479,72.0,78510.0,20.0,Tier1,0,7
480,48.0,55899.0,37.0,Tier3,0,3
481,33.0,66597.0,40.0,Tier2,1,0
482,24.0,46312.0,44.0,Tier3,0,3
483,16.0,29935.0,52.0,Tier1,0,8
484,37.0,59183.0,80.0,Tier1,0,7
485,26.0,58539.0,84.0,Tier2,0,1
486,18.0,51075.0,54.0,Tier3,0,1
487,27.0,46364.0,55.0,Tier3,1,3
488,22.0,64433.0,46.0,Tier2,1,4
489,55.0,35214.0,62.0,Tier1,0,3
490,46.0,191965.0,64.0,Tier2,0,4
491,35.0,34878.0,76.0,Tier3,1,5
492,53.0,,76.0,Tier3,0,5
493,36.0,33682.0,14.0,Tier2,0,3
494,25.0,39736.0,57.0,Tier1,0,6
495,53.0,39414.0,88.0,Tier2,0,7
496,41.0,46091.0,51.0,Tier2,1,3
497,23.0,27689.0,,Tier3,1,3
498,33.0,51308.0,54.0,Tier2,0,3
499,24.0,68710.0,63.0,Tier2,0,5
500,18.0,52032.0,37.0,Tier3,0,5
501,46.0,73120.0,38.0,Tier1,0,8
502,58.0,70010.0,75.0,Tier1,1,3
503,18.0,61666.0,78.0,Tier2,0,6
504,42.0,51120.0,61.0,Tier1,0,5
505,27.0,50338.0,35.0,Tier1,0,5
506,29.0,61457.0,61.0,Tier3,0,6
507,28.0,44125.0,85.0,Tier2,1,9
508,25.0,,95.0,Tier1,0,3
509,36.0,57380.0,54.0,Tier1,1,4
510,25.0,33034.0,27.0,Tier1,1,3
511,,35568.0,77.0,Tier2,1,7
512,34.0,50003.0,54.0,Tier1,1,1
513,32.0,48573.0,79.0,Tier3,1,3
514,,28819.0,66.0,Tier2,0,3
515,28.0,52482.0,42.0,Tier1,1,4
516,44.0,64492.0,61.0,Tier1,1,3
517,41.0,33075.0,86.0,Tier2,0,7
518,23.0,69087.0,57.0,Tier1,1,4
519,36.0,26597.0,39.0,Tier2,0,13
520,44.0,81760.0,28.0,Tier3,1,8
521,15.0,43831.0,45.0,Tier1,0,3
522,42.0,52184.0,52.0,Tier1,1,7
523,,21619.0,76.0,Tier3,0,5
524,42.0,49068.0,38.0,Tier1,0,0
525,26.0,53427.0,91.0,Tier1,0,5
526,13.0,48708.0,33.0,Tier1,0,7
527,15.0,41554.0,107.0,Tier3,1,12
528,36.0,35802.0,95.0,Tier3,0,7
529,38.0,66958.0,63.0,Tier1,0,0
530,24.0,50462.0,27.0,Tier2,1,10
531,43.0,73111.0,59.0,Tier1,0,6
532,15.0,42103.0,52.0,Tier2,0,3
533,34.0,43478.0,35.0,Tier1,0,3
534,,,66.0,Tier1,1,5
535,27.0,25655.0,44.0,Tier3,1,5
536,36.0,31798.0,46.0,Tier1,1,4
537,25.0,66462.0,,Tier1,1,3
538,30.0,32421.0,49.0,Tier3,1,8
539,47.0,22714.0,102.0,Tier3,1,6
540,28.0,78028.0,49.0,Tier2,0,7
541,45.0,29093.0,69.0,Tier3,0,9
542,21.0,52762.0,63.0,Tier2,0,5
543,41.0,51036.0,67.0,Tier1,0,6
544,,7841.0,69.0,Tier1,1,5
545,5.0,45990.0,78.0,Tier1,0,4
546,25.0,56726.0,65.0,Tier1,1,5
547,42.0,55315.0,64.0,Tier2,0,4
548,33.0,63553.0,61.0,Tier1,0,9
549,39.0,44188.0,57.0,Tier2,0,5
550,28.0,,42.0,Tier1,0,7
551,36.0,,59.0,Tier1,1,5
552,33.0,28843.0,65.0,Tier2,1,4
553,49.0,30534.0,68.0,Tier1,0,7
554,38.0,28068.0,64.0,Tier1,0,3
555,39.0,65144.0,55.0,Tier3,0,4
556,30.0,27281.0,59.0,Tier2,0,5
557,29.0,54111.0,49.0,Tier2,1,3
558,30.0,46011.0,66.0,Tier2,0,5
559,,48460.0,56.0,Tier2,1,4
560,30.0,70454.0,64.0,Tier1,1,2
561,38.0,43424.0,80.0,Tier1,0,4
562,60.0,59174.0,46.0,Tier2,1,6
563,45.0,50563.0,72.0,Tier1,1,4
564,31.0,47720.0,61.0,Tier1,0,5
565,49.0,84500.0,100.0,Tier1,1,9
566,30.0,28380.0,56.0,Tier1,1,3
567,11.0,69337.0,74.0,Tier3,0,4
568,23.0,59846.0,60.0,Tier1,0,7
569,13.0,42807.0,32.0,Tier1,0,3
570,31.0,74440.0,50.0,Tier2,1,2
571,35.0,22278.0,78.0,Tier2,0,3
572,55.0,42174.0,51.0,Tier2,0,5
573,39.0,31873.0,16.0,Tier2,0,4
574,32.0,56181.0,,Tier2,0,4
575,45.0,33304.0,38.0,Tier3,0,7
576,8.0,,63.0,Tier1,0,7
577,38.0,,91.0,Tier1,0,5
578,44.0,42810.0,75.0,Tier3,1,5
579,17.0,55830.0,91.0,Tier1,1,1
580,49.0,45971.0,49.0,Tier1,0,4
581,39.0,33670.0,57.0,Tier1,1,5
582,30.0,,39.0,Tier1,0,6
583,43.0,42692.0,46.0,Tier1,1,7
584,62.0,16736.0,41.0,Tier1,0,4
585,37.0,37369.0,34.0,Tier1,0,5
586,38.0,30991.0,87.0,Tier1,0,4
587,29.0,62392.0,18.0,Tier1,0,5
588,25.0,54825.0,87.0,Tier3,1,3
589,45.0,55981.0,85.0,Tier3,0,2
590,25.0,44450.0,70.0,Tier2,0,3
591,,45810.0,38.0,Tier3,1,9
592,29.0,44436.0,28.0,Tier2,1,7
